player_key,full_name,editorial_team_abbr,display_position,3PTM,AST,BLK,FG%,FGM/A,FT%,FTM/A,PTS,REB,ST,TO,editorial_player_key,editorial_team_full_name,editorial_team_key,editorial_team_url,eligible_positions,eligible_positions_to_add,has_player_notes,has_recent_player_notes,headshot,image_url,injury_note,is_keeper,is_undroppable,player_id,player_notes_last_timestamp,position_type,primary_position,status,status_full,uniform_number,url
454.p.10122,Brice Sensabaugh,UTA,"SF,PF",157,110,8,.459,275/599,.890,65/73,772,210,46,107,nba.p.10122,Utah Jazz,nba.t.26,https://sports.yahoo.com/nba/teams/utah/,"[{'position': 'SF'}, {'position': 'PF'}, {'position': 'F'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'F'}, {'position': 'C'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/bjvpkKopPSjXjB973vLq0w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/10122.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/bjvpkKopPSjXjB973vLq0w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/10122.png,,"{'status': False, 'cost': False, 'kept': False}",0,10122,,P,SF,,,28,https://sports.yahoo.com/nba/players/10122
454.p.6613,Jose Alvarado,NOP,PG,111,259,14,.392,204/521,.811,60/74,579,136,74,86,nba.p.6613,New Orleans Pelicans,nba.t.3,https://sports.yahoo.com/nba/teams/new-orleans/,"[{'position': 'PG'}, {'position': 'G'}, {'position': 'Util'}]","[{'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}, {'position': 'C'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/y8pDRe0GI_D23Sng4b0O0A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6613.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/y8pDRe0GI_D23Sng4b0O0A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6613.png,,"{'status': False, 'cost': False, 'kept': False}",0,6613,,P,PG,,,15,https://sports.yahoo.com/nba/players/6613
454.p.5433,D'Angelo Russell,BKN,PG,113,297,23,.390,249/638,.834,121/145,732,162,56,108,nba.p.5433,Brooklyn Nets,nba.t.17,https://sports.yahoo.com/nba/teams/brooklyn/,"[{'position': 'PG'}, {'position': 'G'}, {'position': 'Util'}, {'position': 'IL+'}]","[{'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}, {'position': 'C'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/OIYLTMJrhD2gOG9tfXar9Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/12302024/5433.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/OIYLTMJrhD2gOG9tfXar9Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/12302024/5433.png,Ankle,"{'status': False, 'cost': False, 'kept': False}",0,5433,,P,PG,GTD,Game Time Decision,1,https://sports.yahoo.com/nba/players/5433
454.p.6452,Sam Merrill,CLE,SG,137,108,14,.406,172/424,.966,28/29,509,157,53,35,nba.p.6452,Cleveland Cavaliers,nba.t.5,https://sports.yahoo.com/nba/teams/cleveland/,"[{'position': 'SG'}, {'position': 'G'}, {'position': 'Util'}, {'position': 'IL+'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}, {'position': 'C'}]",1.0,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/vq7H7jUh.EahRXqGjo3IrQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242024/6452.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/vq7H7jUh.EahRXqGjo3IrQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242024/6452.png,Neck,"{'status': False, 'cost': False, 'kept': False}",0,6452,1751136688.0,P,SG,GTD,Game Time Decision,5,https://sports.yahoo.com/nba/players/6452
454.p.10290,Stephon Castle,SAS,"PG,SG",95,332,22,.428,423/988,.724,249/344,1190,297,74,177,nba.p.10290,San Antonio Spurs,nba.t.24,https://sports.yahoo.com/nba/teams/san-antonio/,"[{'position': 'PG'}, {'position': 'SG'}, {'position': 'G'}, {'position': 'Util'}]","[{'position': 'G'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}, {'position': 'C'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/ARtgdyx0zXti.5ufn.SMWg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/10290.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/ARtgdyx0zXti.5ufn.SMWg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/10290.png,,"{'status': False, 'cost': False, 'kept': False}",0,10290,,P,PG,,,5,https://sports.yahoo.com/nba/players/10290
454.p.4487,Nicolas Batum,LAC,"SF,PF",88,84,36,.437,104/238,.810,17/21,313,218,52,34,nba.p.4487,LA Clippers,nba.t.12,https://sports.yahoo.com/nba/teams/la-clippers/,"[{'position': 'SF'}, {'position': 'PF'}, {'position': 'F'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'F'}, {'position': 'C'}]",1.0,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/PBrdyJT1wi2BYHSnHpHPBw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/4487.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/PBrdyJT1wi2BYHSnHpHPBw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/4487.png,,"{'status': False, 'cost': False, 'kept': False}",0,4487,1751151006.0,P,SF,NA,Not Active,33,https://sports.yahoo.com/nba/players/4487
454.p.5295,Aaron Gordon,DEN,"PF,C",75,164,14,.531,264/497,.810,145/179,748,247,23,73,nba.p.5295,Denver Nuggets,nba.t.7,https://sports.yahoo.com/nba/teams/denver/,"[{'position': 'PF'}, {'position': 'F'}, {'position': 'C'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/PGyECeDEs3IJ2V0H2TEnSg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10282024/5295.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/PGyECeDEs3IJ2V0H2TEnSg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10282024/5295.png,,"{'status': False, 'cost': False, 'kept': False}",0,5295,,P,PF,,,32,https://sports.yahoo.com/nba/players/5295
454.p.6315,Amir Coffey,LAC,"SF,PF",101,77,7,.471,240/510,.891,115/129,696,161,40,45,nba.p.6315,LA Clippers,nba.t.12,https://sports.yahoo.com/nba/teams/la-clippers/,"[{'position': 'SF'}, {'position': 'PF'}, {'position': 'F'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'F'}, {'position': 'C'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/.PJ_lLPfKVGI6Up5LzeVyg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/6315.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/.PJ_lLPfKVGI6Up5LzeVyg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10222024/6315.png,,"{'status': False, 'cost': False, 'kept': False}",0,6315,,P,SF,,,7,https://sports.yahoo.com/nba/players/6315
454.p.6402,Jalen Smith,CHI,"PF,C",72,65,44,.466,190/408,.809,72/89,524,357,17,37,nba.p.6402,Chicago Bulls,nba.t.4,https://sports.yahoo.com/nba/teams/chicago/,"[{'position': 'PF'}, {'position': 'F'}, {'position': 'C'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/FuuFpGq65LHQvXWeAVyzqA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242024/6402.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/FuuFpGq65LHQvXWeAVyzqA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242024/6402.png,,"{'status': False, 'cost': False, 'kept': False}",0,6402,,P,PF,,,7,https://sports.yahoo.com/nba/players/6402
454.p.10315,Kyle Filipowski,UTA,"PF,C",77,140,22,.502,260/518,.650,93/143,690,440,48,102,nba.p.10315,Utah Jazz,nba.t.26,https://sports.yahoo.com/nba/teams/utah/,"[{'position': 'PF'}, {'position': 'F'}, {'position': 'C'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/4ghOPNikx6RCcy4u5Rdh8A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/10315.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/4ghOPNikx6RCcy4u5Rdh8A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/10315.png,,"{'status': False, 'cost': False, 'kept': False}",0,10315,,P,PF,,,22,https://sports.yahoo.com/nba/players/10315
454.p.5958,Deandre Ayton,POR,C,6,64,39,.566,265/468,.667,40/60,576,406,31,69,nba.p.5958,Portland Trail Blazers,nba.t.22,https://sports.yahoo.com/nba/teams/portland/,"[{'position': 'C'}, {'position': 'Util'}, {'position': 'IL+'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}]",1.0,1.0,"{'url': 'https://s.yimg.com/iu/api/res/1.2/2Mrz3VFZGOE7rW7ycOUK5Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/5958.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/2Mrz3VFZGOE7rW7ycOUK5Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/5958.png,Calf,"{'status': False, 'cost': False, 'kept': False}",0,5958,1751251831.0,P,C,GTD,Game Time Decision,2,https://sports.yahoo.com/nba/players/5958
454.p.6406,Aaron Nesmith,IND,"SF,PF",84,54,17,.507,192/379,.913,73/80,541,178,35,37,nba.p.6406,Indiana Pacers,nba.t.11,https://sports.yahoo.com/nba/teams/indiana/,"[{'position': 'SF'}, {'position': 'PF'}, {'position': 'F'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'F'}, {'position': 'C'}]",1.0,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/JZG.dVKfL1lenlvgnzcwkg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6406.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/JZG.dVKfL1lenlvgnzcwkg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6406.png,,"{'status': False, 'cost': False, 'kept': False}",0,6406,1750693233.0,P,SF,,,23,https://sports.yahoo.com/nba/players/6406
454.p.5855,Thomas Bryant,IND,C,48,53,41,.508,163/321,.859,55/64,429,251,28,30,nba.p.5855,Indiana Pacers,nba.t.11,https://sports.yahoo.com/nba/teams/indiana/,"[{'position': 'C'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}]",1.0,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/Er0XBL90HHA8kXyAnfxXOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/12302024/5855.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/Er0XBL90HHA8kXyAnfxXOw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/12302024/5855.png,,"{'status': False, 'cost': False, 'kept': False}",0,5855,1750719246.0,P,C,,,3,https://sports.yahoo.com/nba/players/5855
454.p.6699,Jeremy Sochan,SAS,"SF,PF,C",28,128,27,.535,251/469,.696,87/125,617,352,45,84,nba.p.6699,San Antonio Spurs,nba.t.24,https://sports.yahoo.com/nba/teams/san-antonio/,"[{'position': 'SF'}, {'position': 'PF'}, {'position': 'F'}, {'position': 'C'}, {'position': 'Util'}, {'position': 'IL+'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'F'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/aOB8ZKye_UOzDR0nn7lZGA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6699.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/aOB8ZKye_UOzDR0nn7lZGA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6699.png,Back,"{'status': False, 'cost': False, 'kept': False}",0,6699,,P,SF,GTD,Game Time Decision,10,https://sports.yahoo.com/nba/players/6699
454.p.5350,Jerami Grant,POR,"SF,PF",108,101,46,.373,214/574,.849,141/166,677,163,41,65,nba.p.5350,Portland Trail Blazers,nba.t.22,https://sports.yahoo.com/nba/teams/portland/,"[{'position': 'SF'}, {'position': 'PF'}, {'position': 'F'}, {'position': 'Util'}, {'position': 'IL+'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'F'}, {'position': 'C'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/_AaOsXw28As3CjJHaS2s2w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/5350.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/_AaOsXw28As3CjJHaS2s2w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/5350.png,Knee,"{'status': False, 'cost': False, 'kept': False}",0,5350,,P,SF,GTD,Game Time Decision,9,https://sports.yahoo.com/nba/players/5350
454.p.6755,AJ Green,MIL,"PG,SG",155,108,7,.429,182/424,.815,22/27,541,174,37,40,nba.p.6755,Milwaukee Bucks,nba.t.15,https://sports.yahoo.com/nba/teams/milwaukee/,"[{'position': 'PG'}, {'position': 'SG'}, {'position': 'G'}, {'position': 'Util'}]","[{'position': 'G'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}, {'position': 'C'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/PSPDC6QlTsGS.tB_qBbf4w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6755.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/PSPDC6QlTsGS.tB_qBbf4w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6755.png,,"{'status': False, 'cost': False, 'kept': False}",0,6755,,P,PG,,,20,https://sports.yahoo.com/nba/players/6755
454.p.5336,Clint Capela,ATL,C,0,62,53,.559,218/390,.536,52/97,488,469,34,47,nba.p.5336,Atlanta Hawks,nba.t.1,https://sports.yahoo.com/nba/teams/atlanta/,"[{'position': 'C'}, {'position': 'Util'}, {'position': 'IL+'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/DGctc61nLJTdVE4OJ25Gpg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10212024/5336.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/DGctc61nLJTdVE4OJ25Gpg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10212024/5336.png,Hand,"{'status': False, 'cost': False, 'kept': False}",0,5336,,P,C,GTD,Game Time Decision,15,https://sports.yahoo.com/nba/players/5336
454.p.6580,Ayo Dosunmu,CHI,"PG,SG,SF",62,208,18,.492,221/449,.785,62/79,566,161,43,69,nba.p.6580,Chicago Bulls,nba.t.4,https://sports.yahoo.com/nba/teams/chicago/,"[{'position': 'PG'}, {'position': 'SG'}, {'position': 'G'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'Util'}, {'position': 'IL+'}]","[{'position': 'G'}, {'position': 'F'}, {'position': 'PF'}, {'position': 'C'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/yeT8CjHLb1uP6CDmcVtTxA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242024/6580.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/yeT8CjHLb1uP6CDmcVtTxA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242024/6580.png,Shoulder,"{'status': False, 'cost': False, 'kept': False}",0,6580,,P,PG,GTD,Game Time Decision,11,https://sports.yahoo.com/nba/players/6580
454.p.5192,Mason Plumlee,PHX,C,0,134,47,.619,125/202,.648,83/128,333,455,33,59,nba.p.5192,Phoenix Suns,nba.t.21,https://sports.yahoo.com/nba/teams/phoenix/,"[{'position': 'C'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}, {'position': 'PF'}]",,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/JWXNJIhjNSl5lT.4EoJUNw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11042024/5192.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/JWXNJIhjNSl5lT.4EoJUNw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/11042024/5192.png,,"{'status': False, 'cost': False, 'kept': False}",0,5192,,P,C,,,22,https://sports.yahoo.com/nba/players/5192
454.p.6692,Chet Holmgren,OKC,"PF,C",44,63,71,.490,167/341,.754,101/134,479,257,23,56,nba.p.6692,Oklahoma City Thunder,nba.t.25,https://sports.yahoo.com/nba/teams/oklahoma-city/,"[{'position': 'PF'}, {'position': 'F'}, {'position': 'C'}, {'position': 'Util'}]","[{'position': 'PG'}, {'position': 'G'}, {'position': 'SG'}, {'position': 'SF'}, {'position': 'F'}]",1.0,,"{'url': 'https://s.yimg.com/iu/api/res/1.2/vD4JqygKOuRR1CUn8HoRbA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6692.png', 'size': 'small'}",https://s.yimg.com/iu/api/res/1.2/vD4JqygKOuRR1CUn8HoRbA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10292024/6692.png,,"{'status': False, 'cost': False, 'kept': False}",0,6692,1750691507.0,P,PF,,,7,https://sports.yahoo.com/nba/players/6692
